VRSTA SMJESTAJA,PODRUCJE,LOKACIJA,BROJ SPAVACIH SOBA,BROJ KUPATILA,CIJENA,STAMBENA POVRSINA,ZEMLJISTE,PARKING MJESTA,OD MORA,NOVOGRADNJA,KLIMA,NASLOV,OPIS,OGLASIO,MOBILNI,BROJ OGLASA,ZADNJA PROMJENA,SLIKE,URL
Prodajem Hotel,Budva Okolina,Petrovac,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,6,250,Nema Podataka,Nema Podataka,"Prodajem Hotel, Petrovac",The hotel is located in a beautiful and very quiet part of Petrovac in ,Kastio,+382 68 188888,2153886,"2 Nov, 2020","https://www.realitica.com/images/listing_photos/2153886_img_20191117_213959_699.jpg,https://www.realitica.com/images/listing_photos/2153886_img_20191117_213959_695.jpg,https://www.realitica.com/images/listing_photos/2153886_img_20191117_213959_713.jpg,https://www.realitica.com/images/listing_photos/2153886_img_20191117_213959_708.jpg",https://www.realitica.com/hr/listing/2153886
Prodajem Hotel,Herceg Novi,Nema Podataka,8,6,Nema Podataka,300 m,Nema Podataka,Nema Podataka,"20
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Herceg Novi","Prodam mini Hotel 20 metra do mora,",GM,+38267529323,1316570,"31 Oct, 2020",https://www.realitica.com/images/listing_photos/1316570_img_0055.jpg,https://www.realitica.com/hr/listing/1316570
Prodajem Hotel,Podgorica,Centar,12,Nema Podataka,€2.000.000,1.224 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Centar","Za prodaju hotel 1224m2, Centar.",https://www.dom-home.me/me/details/...DOM-HOME.NEMANJA,067316018,2401788,"28 Oct, 2020","https://www.realitica.com/images/listing_photos/2401788_1.jpg,https://www.realitica.com/images/listing_photos/2401788_2.jpg,https://www.realitica.com/images/listing_photos/2401788_3.jpg,https://www.realitica.com/images/listing_photos/2401788_4.jpg",https://www.realitica.com/hr/listing/2401788
Prodajem Hotel,Kolašin,Kolašin,14,14,€770.000,507 m,404 m,5,Nema Podataka,Nema Podataka,Nema Podataka,"Na prodaju hotel u Kolašin, Crna Gora",h7016 Prodajem hotel u Kolašinu ,"http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,162516,"26 Oct, 2020","https://www.realitica.com/images/listing_photos/162516_9547128.jpg,https://www.realitica.com/images/listing_photos/162516_69647913.jpg,https://www.realitica.com/images/listing_photos/162516_87738390.jpg,https://www.realitica.com/images/listing_photos/162516_97218485.jpg",https://www.realitica.com/hr/listing/162516
Prodajem Hotel,Budva Okolina,Sveti Stefan,Nema Podataka,Nema Podataka,€2.750.000,1.685 m,883 m,20,"500
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Sveti Stefan",,Karina,+382 67 821 352,2288036,"23 Oct, 2020","https://www.realitica.com/images/listing_photos/2288036_--------------------------------------------1-_1600x1003.jpg,https://www.realitica.com/images/listing_photos/2288036_--------------------------------------------7-_1600x1084.jpg,https://www.realitica.com/images/listing_photos/2288036_--------------------------------------------3-_1600x1083.jpg,https://www.realitica.com/images/listing_photos/2288036_--------------------------------------------2-_1600x1079.jpg",https://www.realitica.com/hr/listing/2288036
Prodajem Hotel,Budva,Nema Podataka,32,32,€5.000.000,2.300 m,1.000 m,17,300,Nema Podataka,Nema Podataka,Prodaje se hotel u Budvi,"Prodaje se hotel u Budvi. Hotel se nalazi kod Jolly apartmana, blizu bulevara.",Victoria Royal Group,+382 69 034 013,2425283,"21 Oct, 2020","https://www.realitica.com/images/listing_photos/2425283_ceb12abc06c1cea4085eda9f237cc87c210905a03baa7460_217022b.jpg,https://www.realitica.com/images/listing_photos/2425283_cover-7.jpg,https://www.realitica.com/images/listing_photos/2425283_6956cdfb0bb0739301fe99e6ccd930dceae69f5e6a03a1b_bd15fcf8.jpg,https://www.realitica.com/images/listing_photos/2425283_1eabbf8b154b83fb2ccbaa2124c3ee080fe3fbf8bfbb4bc_33d26725.jpg",https://www.realitica.com/hr/listing/2425283
Prodajem Hotel,Herceg Novi,Kumbor,9,10,€750.000,600 m,300 m,6,150,								,Nema Podataka,"Prodajem Hotel, Kumbor",Novi stambeno poslovni objekat u Kumboru blizu rezorta Portonovi u zavrsnoj fazi izgradnje.,Orange,0032868129288,2356672,"21 Oct, 2020","https://www.realitica.com/images/listing_photos/2356672_20200602_184704.jpg,https://www.realitica.com/images/listing_photos/2356672_20200130_160421.jpg,https://www.realitica.com/images/listing_photos/2356672_20200130_160406.jpg,https://www.realitica.com/images/listing_photos/2356672_20191228_113613.jpg",https://www.realitica.com/hr/listing/2356672
Prodajem Hotel,Budva Okolina,Petrovac,5,5,€263.000,120 m,80 m,5,Nema Podataka,Nema Podataka,Nema Podataka,Mini-hotel u Petrovcu. 5 apartmana,Prodaje se mini hotel u gradu Petrovcu. Turistički kompleks sastoji se od 5 apartmana. Stambena površina svih apartmana iznosi 120 m2. Plus 2 velike terase površine 80 m2 i dvoriste.,https://adriamoment.comAdriaMoment,+3 (826) 81-64-699,2269356,"19 Oct, 2020","https://www.realitica.com/images/listing_photos/2269356_img_6183.jpeg,https://www.realitica.com/images/listing_photos/2269356_img_6191.jpeg,https://www.realitica.com/images/listing_photos/2269356_img_6175.jpeg,https://www.realitica.com/images/listing_photos/2269356_img_6223.jpeg",https://www.realitica.com/hr/listing/2269356
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,Nema Podataka,950 m,370 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići","Hotel Nadezda se nalazi u Bečićima, turističkom naselju 2km udaljenom od  Budve.",http://www.property-travel.comD.o.o Property&Travel,+38268206080,1982326,"16 Oct, 2020","https://www.realitica.com/images/listing_photos/1982326_ssaaa.jpg,https://www.realitica.com/images/listing_photos/1982326_ssd.jpg,https://www.realitica.com/images/listing_photos/1982326_u.jpg,https://www.realitica.com/images/listing_photos/1982326_untitledaas.jpg",https://www.realitica.com/hr/listing/1982326
Prodajem Hotel,Herceg Novi,"100 M Od Mora, Bjela",Nema Podataka,Nema Podataka,€1,780 m,Nema Podataka,Nema Podataka,100,Nema Podataka,Nema Podataka,"h7070 Na prodaju hotel na 100 m od mora, Bijela, Crna Gora",CIJENA NA UPIT ,"http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,1034778,"16 Oct, 2020","https://www.realitica.com/images/listing_photos/1034778_hotel5.jpg,https://www.realitica.com/images/listing_photos/1034778_hotel2.jpg,https://www.realitica.com/images/listing_photos/1034778_hotel3.jpg,https://www.realitica.com/images/listing_photos/1034778_hotel4.jpg",https://www.realitica.com/hr/listing/1034778
Prodajem Hotel,Herceg Novi,Bijela,25,25,€1,1.220 m,1.333 m,Nema Podataka,"100
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Bijela",h7069 CIJENA NA UPIT,"http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,1034513,"16 Oct, 2020","https://www.realitica.com/images/listing_photos/1034513_fds.jpg,https://www.realitica.com/images/listing_photos/1034513_reception.jpg,https://www.realitica.com/images/listing_photos/1034513_double-room-1.jpg,https://www.realitica.com/images/listing_photos/1034513_kuca-1.jpg",https://www.realitica.com/hr/listing/1034513
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,€900.000,404 m,356 m,Nema Podataka,"1300
									",Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići","h7079 Na prodaju hotel u Bečićima, Bečići, Crna Gora","http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,2124556,"16 Oct, 2020","https://www.realitica.com/images/listing_photos/2124556_2kaminnekretninemontengrorealestate.jpg,https://www.realitica.com/images/listing_photos/2124556_6kaminnekretninemontengrorealestate.jpg,https://www.realitica.com/images/listing_photos/2124556_12kaminnekretninemontengrorealestate.jpg,https://www.realitica.com/images/listing_photos/2124556_1kaminnekretninemontengrorealestate.jpg",https://www.realitica.com/hr/listing/2124556
Prodajem Hotel,Bar,Nema Podataka,Nema Podataka,Nema Podataka,€390.000,710 m,300 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bar","Veliki potencijal I extra lokacija! Mali porodicni hotel na prodaju, ukupne povrsine 550 m2. Nalazi se u Baru u mirnom turistickom naselju. Udaljenost od plaze je samo 200m. Hotel ima 3 sprata. U prizemlju se nalazi recepcija zatim mala kuhinja, 3 apartmana I 2 sobe. Na prvom spratu se nalaze 6 apartmana od kojih su 3 studio I 3 dvosobna apartmana. Drugi sprat se sastoji od jednog studio apartmana I 3 dvosobna I velike terase, povrsine 50 m2. Na vrhu hotela se nalazi najveca terasa, povrsine 160 m2 sa koje se pruza sjajan pogled na more. U toku ljetnje sezone terasa je vrlo popularna medju gostima hotela gdje mogu da se opuste I uzivaju uz rostilj koji se tu nalazi ili neki drugi vid zabave I relaksacije.",https://www.remax.me/Hotel-For-Sale...RE/MAX-Riviera,067697663,1780728,"16 Oct, 2020","https://www.realitica.com/images/listing_photos/1780728_hotel-bar-prodaja.jpg,https://www.realitica.com/images/listing_photos/1780728_hotel-bar-kuhinja.jpg,https://www.realitica.com/images/listing_photos/1780728_hotel-bar-kupatilo.jpg,https://www.realitica.com/images/listing_photos/1780728_hotel-bar-soba.jpg",https://www.realitica.com/hr/listing/1780728
Prodajem Hotel,Budva Okolina,Bečići,Nema Podataka,Nema Podataka,Nema Podataka,600 m,354 m,Nema Podataka,250,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići",Bečići u prilici smo da Vam ponudimo gotov biznis mini hotel idealan za izdavanje. ,http://www.property-travel.comD.o.o Property&Travel,+38268206080,1733047,"13 Oct, 2020","https://www.realitica.com/images/listing_photos/1733047_img_0126.jpg,https://www.realitica.com/images/listing_photos/1733047_img_0128.jpg,https://www.realitica.com/images/listing_photos/1733047_img_0144.jpg,https://www.realitica.com/images/listing_photos/1733047_becicistudios5.jpg",https://www.realitica.com/hr/listing/1733047
Prodajem Hotel,Budva Okolina,Nema Podataka,Nema Podataka,Nema Podataka,€620.000,Nema Podataka,480 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva Okolina","Mali apart-hotel, ali velika obiteljska kuća za prodaju s prekrasnim pogledom na more. Smješten u malom mjestu Ivanovići pored Budve, glavnog grada turizma. Kuca je smjestena na uzvisenom dijelu sa koje se pruža zaista prelijep pogled na Bečićku plazu, ostrvo Sveti Stefan I Sveti Nikola. Ukupna površina kuće je 480 m2, sastoji se od 2 manja jednokrevetna apartmana, smjestena u prizemlju I na prvom spratu. Na sledeca dva sprata se nalaze 8 studio apartmana I 3 sobe koje dijele jedno kupatilo. Na zadnjem spratu se nalazi veliki prostor sa takodje velikom terasom, koja ima izuzetan pogleda na more i okolinu. Moze biti iskoricen kao jedan veliki apartman ili kao restoran za goste hotela. Odlicno posluje u toku ljenje sezone! Extra prilika za investiciju!",https://www.remax.me/Small-Hotel-Fo...RE/MAX-Riviera,067697663,1780697,"28 Sep, 2020","https://www.realitica.com/images/listing_photos/1780697_hotel-budva-prodaja.jpg,https://www.realitica.com/images/listing_photos/1780697_hotel-budva-kuhinja.jpg,https://www.realitica.com/images/listing_photos/1780697_hotel-budva-kupatilo.jpg,https://www.realitica.com/images/listing_photos/1780697_hotel-budva-soba.jpg",https://www.realitica.com/hr/listing/1780697
Prodajem Hotel,Budva,Nema Podataka,10,8,€2.240.000,1.000 m,Nema Podataka,10,600,Nema Podataka,Nema Podataka,Prodaje se Apart hotel u centru Budve,"Prodaje se Apart-hotel pod brendom ""LUKSUZNI APARTMANI"" potpuno  nov, završen 2017. godine, sa 52 ležaja, nalazi se u centru Budve, na pješačkoj udaljenosti od plaže (10 minuta), Stari grad (15 minuta), autobuska stanica (5 minuta) ",Victoria Royal Group,+382 69 034 013,2401942,"23 Sep, 2020","https://www.realitica.com/images/listing_photos/2401942_32.jpg,https://www.realitica.com/images/listing_photos/2401942_7.jpg,https://www.realitica.com/images/listing_photos/2401942_20170320_090847.jpg,https://www.realitica.com/images/listing_photos/2401942_40.jpg",https://www.realitica.com/hr/listing/2401942
Prodajem Hotel,Budva,Nema Podataka,Nema Podataka,Nema Podataka,€4.100.000,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva","Ovaj hotel se nalazi se na izvanrednoj lokaciji u strogom centru Budve, svega 100 metara od mora i 400 metara od Starog grada. ",https://www.remax.me/Hotel-For-Sale...RE/MAX-Riviera,067697663,1780232,"10 Sep, 2020","https://www.realitica.com/images/listing_photos/1780232_hotel-budva.jpg,https://www.realitica.com/images/listing_photos/1780232_hotel-budva-soba.jpg,https://www.realitica.com/images/listing_photos/1780232_hotel-budva-terasa.jpg,https://www.realitica.com/images/listing_photos/1780232_hotel-budva-recepcija.jpg",https://www.realitica.com/hr/listing/1780232
Prodajem Hotel,Budva Okolina,Nema Podataka,Nema Podataka,Nema Podataka,€1.800.000,Nema Podataka,720 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Budva Okolina","Luksuzan hotel na prodaju! Vrlo dobra lokacija. Smješten u centru poznatog ljetnog mjesta, Bečići, samo 300 m od glavne plaže. Elegantno renoviran, arhitektonski dizajniran s pogledom na kvalitet, a takođe je zabavan sa ukupnom površinom od 720 m2. Hotel nudi 12 velikih apartmana. Apartmani se sastoje od spavaće sobe, dnevnog boravka, kupatila i balkona s prekrasnim i modernim dizajnom enterijera i pogledom. Tu je i šareni restoran sa kuhinjom i 2 toaleta. U vrtu se nalazi terasa sa kafe barom. Iznajmljivanje je opciono. Obojite svoju budućnost.

",https://www.remax.me/Hotel-For-Sale...RE/MAX-Riviera,067697663,1780562,"10 Sep, 2020","https://www.realitica.com/images/listing_photos/1780562_hotel-budva-prodaja.jpg,https://www.realitica.com/images/listing_photos/1780562_hotel-budva-soba.jpg,https://www.realitica.com/images/listing_photos/1780562_hotel-budva-kupatilo.jpg,https://www.realitica.com/images/listing_photos/1780562_hotel-budva-restoran.jpg",https://www.realitica.com/hr/listing/1780562
Prodajem Hotel,Budva Okolina,Bečići,16,19,€2.400.000,811 m,1.522 m,Nema Podataka,500,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bečići, Budva Područje","Mini hotel turističkog karatera sa bazenom u Bečićima na prodaju. Hotel ima 1.522m2 bruto građevinske površine. Stambeni objekat je spratnosti 2G+P+3. Na prizemlju se nalaze 4 jednosobna stana koji su različite kvadrature 56m2, 45m2, 34m2 I 49m2 (sastoje se od predsoblja, dnevnog boravka sa kuhinjom I trpezarijom, kupatila, spavaće sobe i terase sa pogledom na more) na I spratu se nalaze 3 jednosobna stana (jedan od ovih stanova se sastoji  od predsoblja, dnevnog boravka sa kuhinjom I trpezarijom koji ima izlaz na terasu sa pogledom na more, spavaće sobe koja ima izlaz na svoju terasu sa pogledom na more i kupatila, ima 54m2- I ove strukture stan postoji na II I III spratu), na II spratu se nalaze takođe 3 jednosobna stana (jedan od ovih stanova se sastoji od hodnika, spavaće sobe sa prozorom, dnevnog boravka sa kuhinjom I trpezarijom koja izlazi na terasu sa delimičnim pogledom na more, ima 46m2 - I ove strukture stan postoji na I I III spratu) I na III spratu se nalaze 3 dvosobna stana (jedan od ovih stanova se sastoji  od hodnika, dnevnog boravka sa kuhinjom I trpezarijom, dve spavaće sobe od kojih jedna ima svoju terasu sa pogledom na more, a druga spavaća soba izlazi na terasu na koju izlazi I dnevni boravak  I dva kupatila, ima 109m2- I ove strukture stan postoji na I I II spratu).","http://www.kaminnekretnina.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,441830,"10 Sep, 2020","https://www.realitica.com/images/listing_photos/441830_image00005.jpg,https://www.realitica.com/images/listing_photos/441830_image00016.jpg,https://www.realitica.com/images/listing_photos/441830_dscf0833.jpg,https://www.realitica.com/images/listing_photos/441830_image00001.jpg",https://www.realitica.com/hr/listing/441830
Prodajem Hotel,Budva Okolina,Bečići,15,15,€699.999,834 m,Nema Podataka,8,"2000
									",Nema Podataka,Nema Podataka,"Na prodaju hotel u Bečićima, Crna Gora",H7078,"http://www.kaminnekretnine.comAGENCIJA ""KAMIN NEKRETNINE""",+38269351333,1920791,"10 Sep, 2020","https://www.realitica.com/images/listing_photos/1920791_1hotel--minihotel--budvaprodaja-hotela.jpg,https://www.realitica.com/images/listing_photos/1920791_4hotel--minihotel--budvaprodaja-hotela.jpg,https://www.realitica.com/images/listing_photos/1920791_7hotel--minihotel--budvaprodaja-hotela.jpg,https://www.realitica.com/images/listing_photos/1920791_9hotel--minihotel--budvaprodaja-hotela.jpg",https://www.realitica.com/hr/listing/1920791
Prodajem Hotel,Herceg Novi,Igalo,Nema Podataka,Nema Podataka,€650,650 m,700 m,Nema Podataka,700,Nema Podataka,Nema Podataka,"Prodajem Hotel, Igalo","Prodajem u Igalu mini hotel 650m2..10 odvojenih apartmana po 55m2 i sa prelijepim pogledom na more.Do mora 15 min. Cena 650000 evra....067828894 Rade

",Rade,Nema Podataka,2482097,"9 Jan, 2021","https://www.realitica.com/images/listing_photos/2482097_20201226_200730.jpg,https://www.realitica.com/images/listing_photos/2482097_20201226_200338.jpg,https://www.realitica.com/images/listing_photos/2482097_20201226_200315.jpg,https://www.realitica.com/images/listing_photos/2482097_20201226_200612.jpg",https://www.realitica.com/hr/listing/2482097
Prodajem Hotel,Budva,Podkošljun,Nema Podataka,Nema Podataka,€2.100.000,1.190 m,412 m,Nema Podataka,200,Nema Podataka,Nema Podataka,"Budva,  Hotel - 1150m2+40m2 terasa i plac od 412m2",Zainteresovani klijenti se mogu obratiti agenciji na mail: ozrenka. nekretnine@gmail. com,"http://ozrenkanekretnine.comOzrenka Nekretnine, Reg. Br. 407",Nema Podataka,2478670,"2 Jan, 2021",https://www.realitica.com/images/listing_photos/2478670_agency-ozrenka-img-tx26v6f8j2-budva-grad-slika.jpg,https://www.realitica.com/hr/listing/2478670
Prodajem Hotel,Ulcinj,Velika Plaža,45,27,€3.300.000,2.000 m,1.950 m,25,700,Nema Podataka,Nema Podataka,"Prodajem Hotel, Velika Plaža",Moderan Hotel sa 4 zvezdice i kompletnom opremom.,http://ambienteulcinj.meAvduli,+4917624308490,2093950,"29 Dec, 2020","https://www.realitica.com/images/listing_photos/2093950_fb_img_1562870483540.jpg,https://www.realitica.com/images/listing_photos/2093950_fb_img_1562870481161.jpg,https://www.realitica.com/images/listing_photos/2093950_fb_img_1562870490993.jpg,https://www.realitica.com/images/listing_photos/2093950_img-84a9b65096a93627e31f5f385dcf9394-v.jpg",https://www.realitica.com/hr/listing/2093950
Prodajem Hotel,Kotor,Prčanj,13,16,€2.200.000,595 m,502 m,7,20,Nema Podataka,Nema Podataka,"Prodajem Hotel, Prčanj","Na prodaju: Mali porodicni hotel sa 3*, udaljen 3km od Starog grada Kotora, na pocetku Prcnja.",Nikola,+38263434090,2476161,"29 Dec, 2020","https://www.realitica.com/images/listing_photos/2476161_b1af86b4-9c6d-4c70-af98-3d38910a7d0a.jpeg,https://www.realitica.com/images/listing_photos/2476161_04ad56a5-b4f4-49c4-99f4-d3a7a6454df2.jpeg,https://www.realitica.com/images/listing_photos/2476161_a8784470-b641-4f0a-86b7-ff5967d5de96.jpeg,https://www.realitica.com/images/listing_photos/2476161_1ac29460-a04d-45fa-9e28-357c223e9c07.jpeg,https://www.realitica.com/images/listing_photos/2476161_27b3743f-c3e1-4af6-b3b5-c463f91a6ddc.jpeg,https://www.realitica.com/images/listing_photos/2476161_5c83967e-d4fe-4d73-b192-f0740c36a495.jpeg",https://www.realitica.com/hr/listing/2476161
Prodajem Hotel,Herceg Novi,Savina,27,30,Nema Podataka,438 m,1.895 m,4,200,Nema Podataka,Nema Podataka,"Prodajem Hotel, Savina",Prodajem Grani hotel u Herceg Novom.,MT,+382 68 543 290,1506059,"27 Dec, 2020","https://www.realitica.com/images/listing_photos/1506059_hotel.jpg,https://www.realitica.com/images/listing_photos/1506059_soba-1.jpg,https://www.realitica.com/images/listing_photos/1506059_pogled-sa-terase-sobe.jpg,https://www.realitica.com/images/listing_photos/1506059_bazen.jpg",https://www.realitica.com/hr/listing/1506059
Prodajem Hotel,Budva,Lazi,14,13,€750.000,400 m,200 m,7,500,Nema Podataka,Nema Podataka,"Prodajem Hotel, Lazi","Top Opremljeni sredjen i u funkciji hotel sa 3 cetvoro krevetna apartmana , 3 sobe  , 3 dvokrevetna apartmana i 2 trokrevetna apartmana sve sredjeno i opremljeno komplet u funkciji sa svim potrebnim za rad. Vrhunski kvalitet veoma rentabilno na 10 ak minuta od plaze . Restoran Kuzina na minut od objekta kao i novi Hdl trzni centar. Ocjena na booking 9,2",Persh,Nema Podataka,2342075,"17 Dec, 2020","https://www.realitica.com/images/listing_photos/2342075_e4e9b3c1-8f50-4a3b-829d-babd4bafa916.jpeg,https://www.realitica.com/images/listing_photos/2342075_4209751e-6a07-4c57-9b30-df21f7d4d76b.jpeg,https://www.realitica.com/images/listing_photos/2342075_31230eeb-1299-4f7f-a5ce-27a00ad6b370.jpeg,https://www.realitica.com/images/listing_photos/2342075_eb5040ee-c9d8-4ccb-b1b9-05cb257481ca.jpeg",https://www.realitica.com/hr/listing/2342075
Prodajem Hotel,Herceg Novi,Meljine,9,6,€750.000,342 m,476 m,9,100,Nema Podataka,Nema Podataka,"Prodajem Hotel, Meljine","Mini-hotel 342 m2, na 3 sprata. Ima poslovnij prostor, 9 apartmana, kuhinju. Parking na 9 avto. Do mora 100 metara.

",https://chernogoriadom.ru/sale1/ite...Ksenija,Nema Podataka,1773129,"19 Nov, 2020","https://www.realitica.com/images/listing_photos/1773129_18.jpg,https://www.realitica.com/images/listing_photos/1773129_7.jpg,https://www.realitica.com/images/listing_photos/1773129_2.jpg,https://www.realitica.com/images/listing_photos/1773129_12.jpg",https://www.realitica.com/hr/listing/1773129
Prodajem Hotel,Tivat,Tivat,12,12,Nema Podataka,500 m,340 m,6,Nema Podataka,Nema Podataka,Nema Podataka,"Prodajem Hotel, Tivat","Hotel saderzi poslovnij prostor, restoran sa terasoj, 12 apartmana, bastu, parking za 6 avto. Renoviran. Prva linija mora. Blizu Porto Montenegro. 

",https://chernogoriadom.ru/sale1/ite...Ksenija,Nema Podataka,1774603,"19 Nov, 2020","https://www.realitica.com/images/listing_photos/1774603_6.jpg,https://www.realitica.com/images/listing_photos/1774603_10.jpg,https://www.realitica.com/images/listing_photos/1774603_8.jpg,https://www.realitica.com/images/listing_photos/1774603_14.jpg",https://www.realitica.com/hr/listing/1774603
Prodajem Hotel,Herceg Novi,Herceg Novi,17,17,€950.000,600 m,400 m,Nema Podataka,30,Nema Podataka,Nema Podataka,"Prodajem Vila-Hotel, Herceg Novi, Herceg Novi Područje",HITNO I POVOLJNO!!!MALI HOTEL-17 SOBA SA KUPATILIMA!MOGUC DOGOVOR! ,Lea,+38268010983,7633,"18 Nov, 2020","https://www.realitica.com/images/listing_photos/7633_picture-004_resize.jpg,https://www.realitica.com/images/listing_photos/7633_picture-008_resize.jpg,https://www.realitica.com/images/listing_photos/7633_picture-026_resize.jpg,https://www.realitica.com/images/listing_photos/7633_resizeofs5003346.jpg",https://www.realitica.com/hr/listing/7633
Prodajem Hotel,Herceg Novi,Nema Podataka,13,15,Nema Podataka,Nema Podataka,1.500 m,Nema Podataka,100,Nema Podataka,Nema Podataka,"Prodajem Hotel, Herceg Novi Područje","MALI HOTEL NA ATRAKTIVNOJ LOKACIJI,",Lea,+38268010983,106980,"18 Nov, 2020","https://www.realitica.com/images/listing_photos/106980_dscf8398_resize.jpg,https://www.realitica.com/images/listing_photos/106980_dscf8401_resize.jpg,https://www.realitica.com/images/listing_photos/106980_dscf8405_resize.jpg,https://www.realitica.com/images/listing_photos/106980_dscf8412_resize.jpg",https://www.realitica.com/hr/listing/106980
Prodajem Hotel,Bar,Sutomore,11,10,€475.000,350 m,5 m,Nema Podataka,200,Nema Podataka,Nema Podataka,"Prodajem Hotel, Sutomore",© Яндекс Условия использования	,Eseniya,Nema Podataka,2434271,"2 Nov, 2020",,https://www.realitica.com/hr/listing/2434271
Prodajem Hotel,Bar,Bar,Nema Podataka,Nema Podataka,€1.529.000,956 m,855 m,20,50,Nema Podataka,Nema Podataka,"Prodajem Hotel, Bar","Hotel se nalazi na ulaz u Baru na glavnu jadransku magistralu,sastoji se od 8 jednosobnih stanova od 46m2 i 7 garsonjera od 35m2. Ukupno lezajeva 61.",Robert,+382 67884459,2430959,"28 Oct, 2020","https://www.realitica.com/images/listing_photos/2430959_887dc0ae-07f7-40df-9ab1-da04bf24ba77.jpeg,https://www.realitica.com/images/listing_photos/2430959_4ade5bbc-4e0d-4ea8-aaa2-3a0893971e57.jpeg,https://www.realitica.com/images/listing_photos/2430959_ed27f72d-1b6e-4205-99af-e7f8563ebb97.jpeg",https://www.realitica.com/hr/listing/2430959
Prodajem Hotel,Kotor,Kotor,Nema Podataka,Nema Podataka,€750.000,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"HITNO!! Prodajem Hotel, Stari Grad Kotor. Smanjena cijena!!",Prodaje se Hostel u Starom Gradu Kotor,http://www.adriamoment.comAdriaMoment,+3 (826) 81-64-699,1777896,"12 Jan, 2021","https://www.realitica.com/images/listing_photos/1777896_6.jpg,https://www.realitica.com/images/listing_photos/1777896_69106758.jpg,https://www.realitica.com/images/listing_photos/1777896_3.jpg,https://www.realitica.com/images/listing_photos/1777896_4.jpg",https://www.realitica.com/hr/listing/1777896
Prodajem Hotel,Herceg Novi,Njivice,5,5,€650.000,133 m,267 m,5,5,Nema Podataka,Nema Podataka,"Prodajem  apart-HOTEL, Njivice","Na prodaju mini-hotel sa 5 apartmanima na prvoj liniji u Herceg Novom, Njivice. Hotel posluje od lipnja 2014. godine. Ocjena na booking.com - 8,9 bodova.",http://www.adriamoment.comAdriaMoment,+3 (826) 81-64-699,2096046,"12 Jan, 2021","https://www.realitica.com/images/listing_photos/2096046_img-20190923-wa0020.jpg,https://www.realitica.com/images/listing_photos/2096046_101926844.jpg,https://www.realitica.com/images/listing_photos/2096046_73643058.jpg,https://www.realitica.com/images/listing_photos/2096046_101930482.jpg",https://www.realitica.com/hr/listing/2096046
Prodajem Hotel,Kotor,Morinj,4,4,€220.000,Nema Podataka,Nema Podataka,Nema Podataka,"250
									",Nema Podataka,Nema Podataka,"Prodajem MINI-HOTEL, Morinj",Prodaje se mini-hotel u Morinju.,http://www.adriamoment.comAdriaMoment,+3 (826) 81-64-699,1824995,"9 Jan, 2021","https://www.realitica.com/images/listing_photos/1824995_1.jpg,https://www.realitica.com/images/listing_photos/1824995_34247379.jpg,https://www.realitica.com/images/listing_photos/1824995_34247391.jpg,https://www.realitica.com/images/listing_photos/1824995_55289123.jpg",https://www.realitica.com/hr/listing/1824995
Prodajem Hotel,Kotor,Kotor,Nema Podataka,Nema Podataka,€750.000,180 m,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,Nema Podataka,"Hostel, Stari grad Kotor. SMANJENA CIJENA!",Prodaje se Hostel u Starom Gradu Kotor,http://www.adriamoment.comAdriaMoment,+3 (826) 81-64-699,1865220,"3 Jan, 2021","https://www.realitica.com/images/listing_photos/1865220_69106753.jpg,https://www.realitica.com/images/listing_photos/1865220_6.jpg,https://www.realitica.com/images/listing_photos/1865220_2.jpg,https://www.realitica.com/images/listing_photos/1865220_69106748.jpg",https://www.realitica.com/hr/listing/1865220
